Meter,SampleDate,SampleId,Region,SiteCode,TidalHeight,Transect,Blade,LongestBladeLength,LongestBladeWidth,SheathLength,ScannedBladeLength,ScannedBladeWidth,PrevalenceHand,GrazingScars,BrokenTip,EpiphyteDryMass,BladeAreaHand,Notes,Year,NumberLeaves,Prevalence,LesionArea,HealthyArea,BladeArea,Severity
m16,2021-06-22,OR.B.6.L.19,OR,B,L,6,19,565,8,90,170,7,NA,0,N,0.00800000000000001,11.9,NA,2021,3,0,0,NA,11.9,0
m20,2021-06-22,OR.B.6.L.20,OR,B,L,6,20,831,10,290,765,10,NA,0,Y,0.0760000000000001,76.5,NA,2021,4,0,0,NA,76.5,0
m4,2021-06-25,OR.C.1.U.16,OR,C,U,1,16,507,7,157,359,7,NA,0,N,0.091,25.13,NA,2021,4,0,0,NA,25.13,0
m8,2021-06-25,OR.C.1.U.17,OR,C,U,1,17,492,6,132,393,6,NA,0,N,0.238,23.58,NA,2021,4,0,0,6.4903450624,23.58,0
m12,2021-06-25,OR.C.1.U.18,OR,C,U,1,18,1160,9,240,830,8,NA,1,N,0.216,66.4,NA,2021,4,1,0.97798144,14.7959962624,66.4,0.0147286361445783
m16,2021-06-25,OR.C.1.U.19,OR,C,U,1,19,463,7,182,401,7,NA,1,Y,0.0999999999999999,28.07,NA,2021,3,1,0.799284096,8.7545878272,28.07,0.0284746738867118
m20,2021-06-25,OR.C.1.U.20,OR,C,U,1,20,499,7,150,466,7,NA,1,N,0.179,32.62,NA,2021,3,1,1.664366208,6.1224334784,32.62,0.051022875781729
m4,2021-06-25,OR.C.2.U.16,OR,C,U,2,16,420,5,165,285,6,NA,1,N,0.12,17.1,NA,2021,4,0,0,NA,17.1,0
m8,2021-06-25,OR.C.2.U.17,OR,C,U,2,17,320,4.5,29,320,4.5,NA,1,Y,0.143,14.4,NA,2021,3,0,0,2.5509135744,14.4,0
m12,2021-06-25,OR.C.2.U.18,OR,C,U,2,18,480,6,125,320,6,NA,1,N,0.149,19.2,NA,2021,4,0,0,10.1228809408,19.2,0
m16,2021-06-25,OR.C.2.U.19,OR,C,U,2,19,740,6,225,635,7,NA,1,N,0.285,44.45,NA,2021,3,0,0,12.13667776,44.45,0
m20,2021-06-25,OR.C.2.U.20,OR,C,U,2,20,655,7,250,245,10,NA,1,Y,0.0660000000000001,24.5,NA,2021,3,1,0.5456381376,7.7707996224,24.5,0.0222709443918367
m4,2021-06-25,OR.C.3.U.16,OR,C,U,3,16,675,8,230,425,8,NA,1,N,0.0700000000000001,34,NA,2021,4,0,0,7.7812625856,34,0
m8,2021-06-25,OR.C.3.U.17,OR,C,U,3,17,225,5,111,220,6,NA,0,N,0.0589999999999999,13.2,NA,2021,3,0,0,NA,13.2,0
m12,2021-06-25,OR.C.3.U.18,OR,C,U,3,18,437,6,110,318,6,NA,0,N,0.084,19.08,NA,2021,4,0,0,NA,19.08,0
m16,2021-06-25,OR.C.3.U.19,OR,C,U,3,19,575,6,141,245,6,NA,0,Y,0.0429999999999999,14.7,NA,2021,4,0,0,NA,14.7,0
m20,2021-06-25,OR.C.3.U.20,OR,C,U,3,20,900,8,261,609,9,NA,1,N,0.188,54.81,NA,2021,4,1,0.034876544,16.4180791552,54.81,6.3631716839992e-4
m4,2021-06-25,OR.C.4.L.16,OR,C,L,4,16,796,8,295,506,7,NA,0,N,0.105,35.42,NA,2021,4,0,0,NA,35.42,0
m8,2021-06-25,OR.C.4.L.17,OR,C,L,4,17,975,9,330,817,9,NA,1,N,0.347,73.53,NA,2021,4,0,0,NA,73.53,0
m12,2021-06-25,OR.C.4.L.18,OR,C,L,4,18,1157,10,380,915,9,NA,1,N,0.316,82.35,NA,2021,4,1,0.050157504,5.7911602432,82.35,6.0907715846994e-4
m16,2021-06-25,OR.C.4.L.19,OR,C,L,4,19,962,11,335,725,11,NA,0,N,0.231,79.75,NA,2021,4,0,0,NA,79.75,0
m20,2021-06-25,OR.C.4.L.20,OR,C,L,4,20,865,7,280,850,7,NA,1,N,0.33,59.5,NA,2021,4,1,1.6526448128,16.2152738496,59.5,0.0277755430722689
m4,2021-06-25,OR.C.5.L.16,OR,C,L,5,16,804,8,262,763,9,NA,0,N,0.29,68.67,NA,2021,4,0,0,3.5079511104,68.67,0
m8,2021-06-25,OR.C.5.L.17,OR,C,L,5,17,938,9,357,938,9,NA,1,N,0.398,84.42,NA,2021,4,1,0.06022496,8.39284256,84.42,7.1339682539682e-4
m12,2021-06-25,OR.C.5.L.18,OR,C,L,5,18,1097,8,338,1097,8,NA,1,N,0.667,87.76,NA,2021,4,1,0.206382848,24.1675393664,87.76,0.00235167329079307
m16,2021-06-25,OR.C.5.L.19,OR,C,L,5,19,816,8,319,814,7,NA,1,N,0.352,56.98,NA,2021,4,1,0.037033856,9.0105888512,56.98,6.4994482274482e-4
m20,2021-06-25,OR.C.5.L.20,OR,C,L,5,20,970,8,343,664,8,NA,0,N,0.284,53.12,NA,2021,4,0,0,NA,53.12,0
m4,2021-06-25,OR.C.6.L.16,OR,C,L,6,16,985,9,335,940,10,NA,1,Y,0.426,94,NA,2021,3,0,0,NA,94,0
m8,2021-06-25,OR.C.6.L.17,OR,C,L,6,17,1065,9,350,680,9,NA,1,Y,0.198,61.2,NA,2021,4,0,0,NA,61.2,0
m12,2021-06-25,OR.C.6.L.18,OR,C,L,6,18,780,7,265,780,7,NA,1,N,0.306,54.6,NA,2021,3,0,0,NA,54.6,0
m16,2021-06-25,OR.C.6.L.19,OR,C,L,6,19,1100,7,380,850,7,NA,0,N,0.231,59.5,NA,2021,4,0,0,NA,59.5,0
m20,2021-06-25,OR.C.6.L.20,OR,C,L,6,20,860,8,350,860,8,NA,0,N,0.343,68.8,NA,2021,3,0,0,NA,68.8,0
m4,2021-06-26,OR.D.1.U.16,OR,D,U,1,16,600,10,255,403,9,NA,1,N,0.071,36.27,NA,2021,4,0,0,NA,36.27,0
m8,2021-06-26,OR.D.1.U.17,OR,D,U,1,17,517,8,216,340,8,NA,1,N,0.04,27.2,NA,2021,4,1,0.584631552,15.024060096,27.2,0.0214938070588235
m12,2021-06-26,OR.D.1.U.18,OR,D,U,1,18,575,7,180,385,7,NA,1,N,0.041,26.95,NA,2021,4,0,0,NA,26.95,0
m16,2021-06-26,OR.D.1.U.19,OR,D,U,1,19,678,10,225,516,10,NA,1,N,0.104,51.6,NA,2021,4,1,1.56225344,13.5390564032,51.6,0.0302762294573643
m20,2021-06-26,OR.D.1.U.20,OR,D,U,1,20,528,5,117,240,6,NA,0,N,0.017,14.4,NA,2021,3,0,0,NA,14.4,0
m4,2021-06-26,OR.D.2.U.16,OR,D,U,2,16,465,7,145,280,8,NA,0,N,0.0409999999999999,22.4,NA,2021,4,0,0,NA,22.4,0
m8,2021-06-26,OR.D.2.U.17,OR,D,U,2,17,290,8,115,245,8,NA,1,N,0.0579999999999999,19.6,NA,2021,4,0,0,NA,19.6,0
m12,2021-06-26,OR.D.2.U.18,OR,D,U,2,18,645,7,220,490,7,NA,1,N,0.093,34.3,NA,2021,4,1,0.190203008,7.6900442432,34.3,0.0055452772011661804
m16,2021-06-26,OR.D.2.U.19,OR,D,U,2,19,500,8,170,430,8,NA,1,N,0.0840000000000001,34.4,NA,2021,3,1,1.5345859136,3.0354458496,34.4,0.044610055627907
m20,2021-06-26,OR.D.2.U.20,OR,D,U,2,20,480,8,300,220,7,NA,1,N,0.024,15.4,NA,2021,4,0,0,NA,15.4,0
m4,2021-06-26,OR.D.3.U.16,OR,D,U,3,16,610,9,185,483,9,NA,0,N,0.111,43.47,NA,2021,4,1,0.1540140992,10.9339223872,43.47,0.00354299745111571
m8,2021-06-26,OR.D.3.U.17,OR,D,U,3,17,353,8,145,308,8,NA,1,N,0.0509999999999999,24.64,NA,2021,4,1,3.30608064,17.459036128,24.64,0.134175350649351
m12,2021-06-26,OR.D.3.U.18,OR,D,U,3,18,515,7,180,300,7,NA,0,N,0.014,21,NA,2021,4,1,0.7981515072,4.8053405696,21,0.0380072146285714
m16,2021-06-26,OR.D.3.U.19,OR,D,U,3,19,432,7,145,253,7,NA,0,N,0.02,17.71,NA,2021,4,0,0,NA,17.71,0
m20,2021-06-26,OR.D.3.U.20,OR,D,U,3,20,448,8,152,283,9,NA,1,N,0.022,25.47,NA,2021,4,1,0.3563519872,12.4872769152,25.47,0.0139910477895563
m4,2021-06-26,OR.D.4.L.16,OR,D,L,4,16,796,9,285,555,9,NA,1,N,0.127,49.95,NA,2021,4,0,0,12.807062464,49.95,0
m8,2021-06-26,OR.D.4.L.17,OR,D,L,4,17,835,8,335,770,8,NA,1,Y,0.556,61.6,NA,2021,3,1,3.7376149504,21.038376288,61.6,0.0606755673766234
m12,2021-06-26,OR.D.4.L.18,OR,D,L,4,18,575,8,145,496,8,NA,1,N,0.544,39.68,NA,2021,3,0,0,NA,39.68,0
m16,2021-06-26,OR.D.4.L.19,OR,D,L,4,19,802,9,307,592,9,NA,1,N,0.168,53.28,NA,2021,4,0,0,NA,53.28,0
m20,2021-06-26,OR.D.4.L.20,OR,D,L,4,20,568,10,252,583,10,NA,1,N,0.105,58.3,NA,2021,4,0,0,12.3510067072,58.3,0
m4,2021-06-26,OR.D.5.L.16,OR,D,L,5,16,974,8,306,587,8,NA,0,N,0.064,46.96,NA,2021,5,0,0,NA,46.96,0
m8,2021-06-26,OR.D.5.L.17,OR,D,L,5,17,943,8,468,793,8,NA,0,N,0.201,63.44,NA,2021,5,1,0.406563424,20.946330976,63.44,0.0064086290037831
m12,2021-06-26,OR.D.5.L.18,OR,D,L,5,18,618,7,192,321,6,NA,0,N,0.032,19.26,NA,2021,5,0,0,NA,19.26,0
m16,2021-06-26,OR.D.5.L.19,OR,D,L,5,19,808,10,220,549,9,NA,1,N,0.096,49.41,NA,2021,5,0,0,20.8564070208,49.41,0
m20,2021-06-26,OR.D.5.L.20,OR,D,L,5,20,366,10,232,532,11,NA,1,N,0.079,58.52,NA,2021,5,0,0,NA,58.52,0
m4,2021-06-26,OR.D.6.L.16,OR,D,L,6,16,800,11,249,455,11,NA,1,Y,0.046,50.05,NA,2021,4,0,0,12.4594296128,50.05,0
m8,2021-06-26,OR.D.6.L.17,OR,D,L,6,17,740,10,297,482,10,NA,0,N,0.029,48.2,NA,2021,4,0,0,9.1715782592,48.2,0
m12,2021-06-26,OR.D.6.L.18,OR,D,L,6,18,700,11,255,500,10,NA,1,N,0.0650000000000001,50,NA,2021,4,0,0,NA,50,0
m16,2021-06-26,OR.D.6.L.19,OR,D,L,6,19,610,9,230,515,10,NA,1,N,0.133,51.5,NA,2021,4,1,1.2441757632,7.8844719872,51.5,0.0241587526834951
m20,2021-06-26,OR.D.6.L.20,OR,D,L,6,20,594,8,205,487,9,NA,1,N,0.0890000000000001,43.83,NA,2021,4,0,0,NA,43.83,0
m4,2021-06-24,OR.E.1.U.16,OR,E,U,1,16,721,9,264,530,9,NA,0,N,0.096,47.7,NA,2021,4,1,0.3056551552,3.9010313344,47.7,0.00640786488888889
m8,2021-06-24,OR.E.1.U.17,OR,E,U,1,17,726,9,240,545,9,NA,0,N,0.203,49.05,NA,2021,4,0,0,NA,49.05,0
m12,2021-06-24,OR.E.1.U.18,OR,E,U,1,18,840,10,292,617,9,NA,0,N,0.146,55.53,NA,2021,4,0,0,10.6994045952,55.53,0
m16,2021-06-24,OR.E.1.U.19,OR,E,U,1,19,832,11,275,612,11,NA,1,N,0.235,67.32,NA,2021,4,1,0.023191104,10.685705664,67.32,3.4449055258467e-4
m20,2021-06-24,OR.E.1.U.20,OR,E,U,1,20,482,8,271,413,9,NA,1,Y,0.039,37.17,NA,2021,4,0,0,NA,37.17,0
m4,2021-06-24,OR.E.2.U.16,OR,E,U,2,16,834,9,283,734,8,NA,0,Y,0.395,58.72,NA,2021,3,1,1.647017824,8.4602226048,58.72,0.0280486686648501
m8,2021-06-24,OR.E.2.U.17,OR,E,U,2,17,511,7,199,471,6,NA,0,N,0.144,28.26,NA,2021,3,1,4.9801187968,8.7412124928,28.26,0.176225010502477
m12,2021-06-24,OR.E.2.U.18,OR,E,U,2,18,745,9,225,453,9,NA,0,N,0.063,40.77,NA,2021,4,0,0,NA,40.77,0
m16,2021-06-24,OR.E.2.U.19,OR,E,U,2,19,421,9,171,281,9,NA,0,N,0.031,25.29,NA,2021,4,0,0,NA,25.29,0
m20,2021-06-24,OR.E.2.U.20,OR,E,U,2,20,580,9,228,321,9,NA,0,N,0.038,28.89,NA,2021,4,0,0,NA,28.89,0
m4,2021-06-24,OR.E.3.U.16,OR,E,U,3,16,818,10,280,580,10,NA,0,N,0.14,58,NA,2021,6,0,0,NA,58,0
m8,2021-06-24,OR.E.3.U.17,OR,E,U,3,17,630,9,200,405,9,NA,1,N,0.087,36.45,NA,2021,5,0,0,NA,36.45,0
m12,2021-06-24,OR.E.3.U.18,OR,E,U,3,18,666,8,206,605,10,NA,1,N,0.18,60.5,NA,2021,4,0,0,NA,60.5,0
m16,2021-06-24,OR.E.3.U.19,OR,E,U,3,19,631,8,158,593,7,NA,1,N,0.283,41.51,NA,2021,3,1,9.7018635264,8.9168716224,41.51,0.233723525087931
m20,2021-06-24,OR.E.3.U.20,OR,E,U,3,20,355,7,149,240,9,NA,0,N,0.034,21.6,NA,2021,4,0,0,NA,21.6,0
m4,2021-06-24,OR.E.4.L.16,OR,E,L,4,16,434,5,104,434,5,NA,0,N,0.117,21.7,NA,2021,4,0,0,25.4477242624,25.4477242624,0
m8,2021-06-24,OR.E.4.L.17,OR,E,L,4,17,879,9,266,719,10,NA,0,N,0.236,71.9,NA,2021,5,1,0.2397672512,68.0407935104,71.9,0.0033347322837274
m12,2021-06-24,OR.E.4.L.18,OR,E,L,4,18,865,9,309,662,9,NA,0,N,0.169,59.58,NA,2021,5,1,0.2744460416,59.326619328,59.6010653696,0.00460471704487322
m16,2021-06-24,OR.E.4.L.19,OR,E,L,4,19,761,5,215,664,5,NA,0,N,0.0820000000000001,33.2,NA,2021,4,1,0.180495104,37.8408884416,38.0213835456,0.00474719979044234
m20,2021-06-24,OR.E.4.L.20,OR,E,L,4,20,686,7,309,686,7,NA,1,N,0.133,48.02,NA,2021,5,1,1.6463526528,51.5116487424,53.1580013952,0.0309709283567734
m4,2021-06-24,OR.E.5.L.16,OR,E,L,5,16,960,4.5,150,665,4.5,NA,1,N,0.104,29.925,NA,2021,4,1,3.1453069632,88.841164352,91.9864713152,0.0341931472990449
m8,2021-06-24,OR.E.5.L.17,OR,E,L,5,17,980,5,410,960,5,NA,0,N,0.228,48,NA,2021,3,0,0,NA,48,0
m12,2021-06-24,OR.E.5.L.18,OR,E,L,5,18,1150,4.5,360,925,4.5,NA,1,N,0.167,41.625,NA,2021,3,0,0,NA,41.625,0
m16,2021-06-24,OR.E.5.L.19,OR,E,L,5,19,1110,5,370,960,6,NA,0,N,0.289,57.6,NA,2021,3,1,2.4002073536,115.2405148928,117.6407222464,0.020402861422193
m20,2021-06-24,OR.E.5.L.20,OR,E,L,5,20,1400,5,455,735,4.5,NA,0,N,0.088,33.075,NA,2021,4,0,0,NA,33.075,0
m4,2021-06-24,OR.E.6.L.16,OR,E,L,6,16,756,8,225,760,8,NA,0,N,0.153,60.8,NA,2021,4,1,0.348855328,4.3466780608,60.8,0.00573775210526316
m8,2021-06-24,OR.E.6.L.17,OR,E,L,6,17,871,6,272,835,5.5,NA,0,N,0.109,45.925,NA,2021,4,0,0,NA,45.925,0
m12,2021-06-24,OR.E.6.L.18,OR,E,L,6,18,851,6,261,472,7,NA,0,N,0.054,33.04,NA,2021,4,0,0,NA,33.04,0
m16,2021-06-24,OR.E.6.L.19,OR,E,L,6,19,1338,14,316,940,9.5,NA,0,N,0.243,89.3,NA,2021,6,0,0,3.4137844416,89.3,0
m20,2021-06-24,OR.E.6.L.20,OR,E,L,6,20,850,8,717,606,8,NA,0,N,0.101,48.48,NA,2021,4,0,0,3.6815068608,48.48,0
m4,2021-06-28,BB.A.1.U.16,BB,A,U,1,16,456,7,152,354,7,NA,1,Y,0.00108000000000001,24.78,entire plant scrapped for epiphytes,2021,5,0,0,14.8136862208,24.78,0
m8,2021-06-28,BB.A.1.U.17,BB,A,U,1,17,196,4,48,148,4,NA,1,Y,0.00309999999999999,5.92,entire plant scrapped for epiphytes,2021,4,0,0,4.4829482688,5.92,0
m12,2021-06-28,BB.A.1.U.18,BB,A,U,1,18,230,4,75,96,5,NA,1,Y,0.00024999999999997003,4.8,entire plant scrapped for epiphytes,2021,4,0,0,5.8512054272,5.8512054272,0
m16,2021-06-28,BB.A.1.U.19,BB,A,U,1,19,222,3,74,225,4,NA,1,Y,0.00700000000000001,9,entire plant scrapped for epiphytes,2021,5,0,0,10.212715008,10.212715008,0
m20,2021-06-28,BB.A.1.U.20,BB,A,U,1,20,152,4,52,160,3,NA,1,Y,6.2500000000001e-4,4.8,entire plant scrapped for epiphytes,2021,4,1,0.1483511552,5.2370906112,5.3854417664,0.0275467012057524
m4,2021-06-28,BB.A.2.U.16,BB,A,U,2,16,287,6,65,287,6,NA,0,N,0.00520000000000009,17.22,entire plant scrapped for epiphytes,2021,5,1,0.06426992,7.6115001088,17.22,0.00373228339140534
m8,2021-06-28,BB.A.2.U.17,BB,A,U,2,17,249,4,60,290,5,NA,1,N,0.00151666666666667,14.5,entire plant scrapped for epiphytes,2021,6,0,0,5.419437408,14.5,0
m12,2021-06-28,BB.A.2.U.18,BB,A,U,2,18,177,5,NA,177,5,NA,0,Y,0.0091,8.85,"sheath length not measured, entire plant scrapped for epiphytes",2021,5,1,0.1078835776,4.1416974656,8.85,0.0121902347570621
m16,2021-06-28,BB.A.2.U.19,BB,A,U,2,19,237,5,306,237,5,NA,0,Y,0.00107999999999999,11.85,entire plant scrapped for epiphytes,2021,5,1,0.6127485184,6.043709568,11.85,0.0517087357299578
m20,2021-06-28,BB.A.2.U.20,BB,A,U,2,20,243,5,504,243,5,NA,0,N,0.00730000000000008,12.15,entire plant scrapped for epiphytes,2021,4,1,0.257259456,7.069781088,12.15,0.0211736177777778
m4,2021-06-28,BB.A.3.U.16,BB,A,U,3,16,271,4,65,89,4,NA,1,Y,0.00330000000000008,3.56,entire plant scraped for epiphytes,2021,4,0,0,3.4954566784,3.56,0
m8,2021-06-28,BB.A.3.U.17,BB,A,U,3,17,251,4,69,260,5,NA,1,N,7.5e-4,13,entire plant scraped for epiphytes,2021,4,0,0,NA,13,0
m12,2021-06-28,BB.A.3.U.18,BB,A,U,3,18,260,5,58,255,4,NA,0,N,0.00190000000000001,10.2,entire plant scraped for epiphytes,2021,4,1,0.9245160576,9.004440512,10.2,0.0906388291764706
m16,2021-06-28,BB.A.3.U.19,BB,A,U,3,19,245,4,58,247,4,NA,0,N,0.001475,9.88,entire plant scraped for epiphytes,2021,4,0,0,8.4524922368,9.88,0
m20,2021-06-28,BB.A.3.U.20,BB,A,U,3,20,252,5,82,217,5,NA,0,Y,0.00240000000000007,10.85,entire plant scraped for epiphytes,2021,5,1,0.2024637312,9.753836768,10.85,0.0186602517235023
m4,2021-06-28,BB.A.4.L.16,BB,A,L,4,16,880,8,130,880,8,NA,0,N,0.00179999999999991,70.4,"m4 tear from glass slide, not a grazing scar and only scraped third rank blade",2021,5,0,0,18.598905856,70.4,0
m8,2021-06-28,BB.A.4.L.17,BB,A,L,4,17,1000,10,228,1000,10,NA,1,N,0.00550000000000006,100,"Question mark next to grazing scars present, only scraped thrid rank blade",2021,5,1,0.3465002624,27.5401910592,100,0.003465002624
m12,2021-06-28,BB.A.4.L.18,BB,A,L,4,18,725,8,224,522,8,NA,0,Y,9.0000000000001e-4,41.76,Only scraped 3rd rank blade,2021,4,0,0,20.2491956032,41.76,0
m16,2021-06-28,BB.A.4.L.19,BB,A,L,4,19,356,6,80,295,6.5,NA,0,N,0.00319999999999998,19.175,Only scraped 3rd rank blade,2021,5,0,0,17.3532918848,19.175,0
m20,2021-06-28,BB.A.4.L.20,BB,A,L,4,20,507,8,116,507,8,NA,1,Y,0.005,40.56,Question mark next to grazing scars present; Only scraped 3rd rank blade,2021,6,1,1.7077461568,15.5623633728,40.56,0.0421041951873767
m4,2021-06-28,BB.A.5.L.16,BB,A,L,5,16,262,6,62,262,6,NA,0,N,0.00559999999999994,15.72,entire plant scraped for epiphytes,2021,4,1,0.1845939968,2.9666995072,15.72,0.0117426206615776
m8,2021-06-28,BB.A.5.L.17,BB,A,L,5,17,467,8,132,427,8,NA,1,N,0.00182000000000002,34.16,entire plant scraped for epiphytes,2021,5,1,0.321169824,9.8902507968,34.16,0.00940192693208431
m12,2021-06-28,BB.A.5.L.18,BB,A,L,5,18,511,8,136,434,8,NA,0,N,0.00869999999999993,34.72,entire plant scraped for epiphytes,2021,5,0,0,9.0067776,34.72,0
m16,2021-06-28,BB.A.5.L.19,BB,A,L,5,19,417,7,124,417,7,NA,0,N,0.00124000000000002,29.19,entire plant scraped for epiphytes,2021,5,0,0,13.9670311488,29.19,0
m20,2021-06-28,BB.A.5.L.20,BB,A,L,5,20,396,6,116,396,6,NA,1,N,0.0652,23.76,entire plant scraped for epiphytes,2021,5,0,0,11.4622301184,23.76,0
m4,2021-06-28,BB.A.6.L.16,BB,A,L,6,16,609,10,177,609,10,NA,1,N,0.00219999999999998,60.9,entire plant scraped for epiphytes,2021,5,1,0.9386464512,21.1501250496,60.9,0.0154129138128079
m8,2021-06-28,BB.A.6.L.17,BB,A,L,6,17,546,8,155,442,8,NA,0,N,0.00960000000000005,35.36,entire plant scraped for epiphytes,2021,5,0,0,8.6243760704,35.36,0
m12,2021-06-28,BB.A.6.L.18,BB,A,L,6,18,481,9,131,481,9,NA,0,N,9.5999999999998e-4,43.29,entire plant scraped for epiphytes,2021,5,1,0.0928363264,10.6749011264,43.29,0.00214452128436128
m16,2021-06-28,BB.A.6.L.19,BB,A,L,6,19,632,10,185,632,10,NA,0,N,0.00370000000000004,63.2,entire plant scraped for epiphytes,2021,5,1,0.0670744256,19.4351878528,63.2,0.00106130420253165
m20,2021-06-28,BB.A.6.L.20,BB,A,L,6,20,510,8,101,463,8,NA,0,N,0.0014,37.04,entire plant scraped for epiphytes,2021,5,0,0,13.596099328,37.04,0
m4,2021-07-24,BB.B.1.U.16,BB,B,U,1,16,515,6,150,370,6,NA,0,Y,0.0273,22.2,Only scraped 3rd rank blade,2021,4,NA,NA,NA,NA,NA
m8,2021-07-24,BB.B.1.U.17,BB,B,U,1,17,866,9,237,684,8,NA,0,Y,0.1142,54.72,Only scraped 3rd rank blade,2021,4,NA,NA,NA,NA,NA
m12,2021-07-24,BB.B.1.U.18,BB,B,U,1,18,754,9,197,649,8,NA,1,Y,0.073,51.92,Only scraped 3rd rank blade,2021,4,NA,NA,NA,NA,NA
m16,2021-07-24,BB.B.1.U.19,BB,B,U,1,19,506,5,144,334,6,NA,0,Y,0.016,20.04,Only scraped 3rd rank blade,2021,3,NA,NA,NA,NA,NA
m20,2021-07-24,BB.B.1.U.20,BB,B,U,1,20,929,9,207,860,9,NA,1,Y,0.2966,77.4,Only scraped 3rd rank blade,2021,4,NA,NA,NA,NA,NA
m4,2021-07-24,BB.B.2.U.16,BB,B,U,2,16,492,5,181,492,5,NA,1,Y,0.012,24.6,"Only scanned 3rd rank blade, only scraped third rank blade",2021,3,NA,NA,NA,NA,NA
m8,2021-07-24,BB.B.2.U.17,BB,B,U,2,17,654,9,276,561,10,NA,0,Y,0.0175,56.1,"Only scanned 3rd rank blade, only scraped third rank blade",2021,4,NA,NA,NA,NA,NA
m12,2021-07-24,BB.B.2.U.18,BB,B,U,2,18,731,7,153,390,7,NA,1,Y,0.00949999999999995,27.3,"Only scanned 3rd rank blade, only scraped third rank blade",2021,4,NA,NA,NA,NA,NA
m16,2021-07-24,BB.B.2.U.19,BB,B,U,2,19,1118,9,268,1118,9,NA,1,Y,0.1533,100.62,"Only scanned 3rd rank blade, only scraped third rank blade",2021,3,NA,NA,NA,NA,NA
m20,2021-07-24,BB.B.2.U.20,BB,B,U,2,20,652,7,144,484,8,NA,1,Y,0.0302,38.72,"Only scanned 3rd rank blade, only scraped third rank blade",2021,3,NA,NA,NA,NA,NA
m4,2021-07-24,BB.B.3.U.16,BB,B,U,3,16,919,9,214,919,9,NA,1,Y,0.1175,82.71,Only scraped 3rd rank blade,2021,4,NA,NA,NA,NA,NA
m8,2021-07-24,BB.B.3.U.17,BB,B,U,3,17,909,9,233,909,9,NA,1,Y,0.0925,81.81,Only scraped 3rd rank blade,2021,4,NA,NA,NA,NA,NA
m12,2021-07-24,BB.B.3.U.18,BB,B,U,3,18,1341,9,300,911,9,NA,0,Y,0.1496,81.99,Only scraped 3rd rank blade,2021,4,NA,NA,NA,NA,NA
m16,2021-07-24,BB.B.3.U.19,BB,B,U,3,19,704,9,145,704,9,NA,0,Y,0.1576,63.36,Only scraped 3rd rank blade,2021,4,NA,NA,NA,NA,NA
m20,2021-07-24,BB.B.3.U.20,BB,B,U,3,20,641,6,144,641,6,NA,0,N,0.0495,38.46,Only scraped 3rd rank blade,2021,3,NA,NA,NA,NA,NA
m4,2021-07-24,BB.B.4.L.16,BB,B,L,4,16,328,8,200,205,9,NA,0,Y,0.00395000000000001,18.45,entire plant scraped for epiphytes,2021,4,NA,NA,NA,NA,NA
m8,2021-07-24,BB.B.4.L.17,BB,B,L,4,17,1215,9,315,1215,9,NA,0,Y,0.0619999999999999,109.35,entire plant scraped for epiphytes,2021,6,NA,NA,NA,NA,NA
m12,2021-07-24,BB.B.4.L.18,BB,B,L,4,18,957,6,251,957,6,NA,0,Y,0.00791999999999999,57.42,entire plant scraped for epiphytes,2021,5,NA,NA,NA,NA,NA
m16,2021-07-24,BB.B.4.L.19,BB,B,L,4,19,1144,10,284,114,10,NA,1,Y,0.0889,11.4,entire plant scraped for epiphytes,2021,5,NA,NA,NA,NA,NA
m20,2021-07-24,BB.B.4.L.20,BB,B,L,4,20,884,6,239,884,6,NA,0,Y,0.00609999999999997,53.04,entire plant scraped for epiphytes,2021,4,NA,NA,NA,NA,NA
m4,2021-07-24,BB.B.5.L.16,BB,B,L,5,16,1550,8,304,1550,8,NA,0,N,0.0281,124,"Disease scan labels say ""L4"" for this transect but they are for ""L5"", entrire plant scraped for epiphytes",2021,4,NA,NA,NA,NA,NA
m8,2021-07-24,BB.B.5.L.17,BB,B,L,5,17,1481,9,415,1481,9,NA,0,N,0.0401,133.29,"Disease scan labels say ""L4"" for this transect but they are for ""L5"", entrire plant scraped for epiphytes",2021,5,NA,NA,NA,NA,NA
m12,2021-07-24,BB.B.5.L.18,BB,B,L,5,18,834,8,430,765,9,NA,0,Y,0.00890000000000002,68.85,"Disease scan labels say ""L4"" for this transect but they are for ""L5"", entrire plant scraped for epiphytes",2021,6,NA,NA,NA,NA,NA
m16,2021-07-24,BB.B.5.L.19,BB,B,L,5,19,685,5,215,685,5,NA,0,Y,0.014,34.25,"Disease scan labels say ""L4"" for this transect but they are for ""L5"", entrire plant scraped for epiphytes",2021,3,NA,NA,NA,NA,NA
m20,2021-07-24,BB.B.5.L.20,BB,B,L,5,20,1391,8,385,1391,8,NA,0,N,0.0178999999999999,111.28,"Disease scan labels say ""L4"" for this transect but they are for ""L5"", entrire plant scraped for epiphytes",2021,5,NA,NA,NA,NA,NA
m4,2021-07-24,BB.B.6.L.16,BB,B,L,6,16,432,6,199,347,5,NA,0,Y,0.00187500000000002,17.35,entire plant scraped for epiphytes,2021,4,NA,NA,NA,NA,NA
m8,2021-07-24,BB.B.6.L.17,BB,B,L,6,17,1244,9,299,1244,9,NA,0,N,0.0395,111.96,entire plant scraped for epiphytes,2021,4,NA,NA,NA,NA,NA
